age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
23,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Black,Female,40,United-States,<=50K
56,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,26,United-States,<=50K
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,63,United-States,<=50K
18,Private,Bachelors,14,Married-civ-spouse,Craft-repair,Husband,White,Male,37,Mexico,>50K
39,Self-emp-inc,12th,13,Married-AF-spouse,Prof-specialty,Husband,White,Male,52,United-States,<=50K
21,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,38,?,<=50K
43,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,41,United-States,>50K
48,Federal-gov,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Male,37,United-States,<=50K
30,Private,11th,7,Divorced,Sales,Own-child,White,Female,14,United-States,<=50K
27,Private,Doctorate,7,Widowed,Tech-support,Not-in-family,White,Male,41,United-States,<=50K
24,Private,12th,8,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,36,United-States,<=50K
20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,17,United-States,<=50K
39,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,62,United-States,<=50K
56,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,63,United-States,>50K
53,State-gov,Some-college,11,Married-civ-spouse,Prof-specialty,Husband,White,Female,37,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,40,United-States,<=50K
61,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,17,United-States,<=50K
26,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,48,Mexico,>50K
26,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,41,United-States,<=50K
36,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,39,Mexico,<=50K
19,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,46,United-States,>50K
53,Private,Some-college,11,Never-married,Transport-moving,Not-in-family,Black,Male,32,United-States,<=50K
47,Federal-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K
51,Private,1st-4th,2,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,31,United-States,<=50K
23,Private,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Female,42,United-States,>50K
18,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,10,United-States,<=50K
33,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,76,Greece,<=50K
53,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Male,34,United-States,>50K
24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,39,United-States,<=50K
39,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,53,Mexico,<=50K
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,33,United-States,<=50K
52,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,73,Dominican-Republic,<=50K
17,Private,Some-college,11,Married-civ-spouse,Transport-moving,Husband,White,Male,37,United-States,<=50K
45,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,25,United-States,<=50K
49,Local-gov,7th-8th,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,United-States,<=50K
43,State-gov,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,32,United-States,<=50K
49,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
42,Private,11th,7,Married-civ-spouse,Prof-specialty,Husband,Black,Female,39,United-States,<=50K
21,?,7th-8th,5,Divorced,?,Not-in-family,White,Female,11,United-States,<=50K
38,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,18,United-States,<=50K
19,Private,Some-college,11,Separated,Adm-clerical,Own-child,White,Male,2,United-States,<=50K
43,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,24,United-States,<=50K
33,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,70,United-States,<=50K
21,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,36,Philippines,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,39,United-States,<=50K
34,Private,Some-college,11,Married-civ-spouse,Tech-support,Wife,White,Male,37,United-States,>50K
52,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,62,United-States,>50K
77,Local-gov,Some-college,11,Separated,Protective-serv,Unmarried,White,Male,36,United-States,>50K
26,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,52,United-States,<=50K
64,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,10,United-States,<=50K
44,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,30,United-States,<=50K
35,Private,HS-grad,9,Separated,Sales,Other-relative,Black,Male,36,Jamaica,<=50K
25,State-gov,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
44,Federal-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,10,United-States,<=50K
22,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,39,United-States,<=50K
30,Private,10th,6,Never-married,Adm-clerical,Own-child,White,Male,19,United-States,<=50K
35,Local-gov,HS-grad,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,39,United-States,<=50K
19,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Wife,Black,Male,36,United-States,>50K
90,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,South,<=50K
24,Local-gov,Some-college,11,Married-civ-spouse,Exec-managerial,Wife,White,Male,38,United-States,<=50K
36,Private,12th,11,Widowed,Sales,Other-relative,White,Female,40,United-States,<=50K
25,Private,Some-college,11,Never-married,Craft-repair,Not-in-family,White,Male,41,United-States,<=50K
32,Private,10th,6,Married-civ-spouse,Other-service,Wife,White,Male,36,United-States,<=50K
53,Private,Masters,14,Divorced,Machine-op-inspct,Not-in-family,White,Male,44,United-States,<=50K
43,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,15,United-States,<=50K
20,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,41,United-States,<=50K
18,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,39,United-States,>50K
22,Private,7th-8th,7,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,4,United-States,<=50K
43,State-gov,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,39,United-States,<=50K
55,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,38,United-States,<=50K
44,Self-emp-not-inc,11th,7,Never-married,Sales,Own-child,White,Female,10,United-States,<=50K
50,?,Some-college,10,Never-married,?,Own-child,White,Female,29,United-States,<=50K
31,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,44,United-States,<=50K
31,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Female,36,United-States,<=50K
40,Self-emp-inc,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,37,United-States,<=50K
38,Private,Some-college,11,Divorced,Craft-repair,Unmarried,White,Male,36,United-States,<=50K
28,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,38,United-States,<=50K
57,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20,United-States,>50K
51,Private,10th,6,Never-married,Other-service,Own-child,White,Male,19,United-States,<=50K
57,?,11th,7,Never-married,?,Not-in-family,White,Male,36,United-States,<=50K
64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,<=50K
45,Private,9th,5,Never-married,Exec-managerial,Unmarried,White,Male,26,United-States,<=50K
23,?,10th,6,Never-married,?,Not-in-family,White,Male,39,Puerto-Rico,<=50K
20,State-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,<=50K
55,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,21,United-States,<=50K
28,Private,Bachelors,13,Separated,Other-service,Other-relative,White,Male,37,United-States,<=50K
42,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,41,United-States,<=50K
36,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,United-States,<=50K
22,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,27,United-States,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,United-States,<=50K
28,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,36,United-States,<=50K
29,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,36,Philippines,<=50K
61,Self-emp-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Own-child,White,Male,19,United-States,<=50K
52,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,38,United-States,<=50K
41,Private,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,<=50K
43,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,39,United-States,<=50K
19,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,35,United-States,<=50K
41,Private,11th,8,Never-married,Adm-clerical,Not-in-family,White,Female,39,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,44,United-States,<=50K
26,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,56,United-States,<=50K
57,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,Mexico,>50K
32,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K
31,Private,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,34,Mexico,>50K
45,Private,5th-6th,3,Never-married,Prof-specialty,Not-in-family,Black,Female,39,United-States,<=50K
31,Private,Some-college,11,Married-civ-spouse,Sales,Husband,White,Female,13,United-States,<=50K
33,?,Assoc-acdm,12,Widowed,?,Not-in-family,White,Male,20,United-States,<=50K
30,Private,11th,8,Married-civ-spouse,Craft-repair,Husband,Black,Female,33,United-States,<=50K
28,State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,27,Germany,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,<=50K
72,Private,Bachelors,14,Never-married,Machine-op-inspct,Other-relative,White,Male,38,United-States,<=50K
44,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,52,United-States,>50K
21,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,>50K
20,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Wife,White,Male,20,United-States,<=50K
48,Self-emp-not-inc,Some-college,10,Never-married,Sales,Not-in-family,White,Male,53,United-States,<=50K
44,Local-gov,Bachelors,14,Married-civ-spouse,Other-service,Wife,White,Male,37,United-States,<=50K
28,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Female,51,United-States,<=50K
51,?,Bachelors,14,Never-married,?,Own-child,White,Male,69,United-States,<=50K
32,Private,Some-college,11,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,45,Germany,<=50K
30,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,16,United-States,<=50K
18,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,39,United-States,<=50K
61,Private,Bachelors,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
42,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,51,United-States,>50K
29,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Male,30,United-States,<=50K
42,Federal-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,32,United-States,<=50K
56,Local-gov,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Female,39,England,<=50K
35,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,36,United-States,<=50K
44,Private,1st-4th,2,Widowed,Sales,Not-in-family,White,Male,19,England,<=50K
28,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,>50K
19,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,7,United-States,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,38,United-States,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Female,41,United-States,<=50K
29,Private,Some-college,11,Married-civ-spouse,Tech-support,Husband,White,Female,39,United-States,>50K
40,?,Some-college,10,Never-married,?,Unmarried,White,Male,38,United-States,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K
29,?,HS-grad,9,Never-married,?,Own-child,White,Female,40,United-States,<=50K
20,Private,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,39,United-States,<=50K
30,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,36,United-States,<=50K
46,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,38,United-States,>50K
47,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Female,21,United-States,<=50K
41,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,39,United-States,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Male,25,United-States,<=50K
39,State-gov,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,<=50K
24,?,Some-college,11,Never-married,?,Own-child,White,Female,16,United-States,<=50K
44,Self-emp-inc,Bachelors,13,Separated,Sales,Unmarried,White,Male,38,United-States,<=50K
27,Self-emp-not-inc,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States,<=50K
46,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,83,Mexico,<=50K
32,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,37,United-States,<=50K
64,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,19,United-States,<=50K
37,Private,10th,6,Divorced,Prof-specialty,Not-in-family,White,Male,41,United-States,<=50K
39,Private,5th-6th,3,Never-married,Other-service,Unmarried,White,Male,40,United-States,<=50K
49,Private,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,13,United-States,<=50K
28,Private,Some-college,11,Divorced,Prof-specialty,Not-in-family,White,Male,35,United-States,<=50K
19,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
23,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,40,United-States,<=50K
34,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,28,United-States,>50K
40,Federal-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,18,United-States,<=50K
35,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,47,United-States,<=50K
48,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Male,39,United-States,>50K
60,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,37,United-States,<=50K
36,Federal-gov,5th-6th,3,Divorced,Adm-clerical,Not-in-family,White,Male,37,United-States,<=50K
43,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
47,Private,Some-college,11,Divorced,Sales,Not-in-family,White,Male,51,United-States,<=50K
59,Federal-gov,Bachelors,13,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,37,Cambodia,<=50K
44,Private,Some-college,10,Never-married,Tech-support,Other-relative,White,Female,36,United-States,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Male,52,United-States,>50K
55,Local-gov,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,5,United-States,<=50K
52,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,38,United-States,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,58,United-States,<=50K
40,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,40,United-States,<=50K
26,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,37,Poland,<=50K
52,State-gov,9th,5,Married-spouse-absent,Adm-clerical,Unmarried,White,Male,36,United-States,<=50K
40,Federal-gov,11th,7,Never-married,Adm-clerical,Own-child,White,Male,37,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,61,United-States,>50K
30,Self-emp-inc,Bachelors,14,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,30,Philippines,<=50K
22,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,37,United-States,<=50K
23,Private,Some-college,11,Divorced,Prof-specialty,Not-in-family,White,Female,43,United-States,<=50K
31,Self-emp-inc,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,37,United-States,>50K
21,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,Other,Male,48,Puerto-Rico,<=50K
31,Self-emp-inc,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,37,United-States,<=50K
44,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,49,Iran,<=50K
50,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,24,Guatemala,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,<=50K
